2026-04-11 17:59:08 | INFO    | GeminiBot | ============================================================
2026-04-11 20:36:29 | INFO    | werkzeug | 127.0.0.1 - - [11/Apr/2026 20:36:29] "GET / HTTP/1.1" 200 -
2026-04-11 20:36:30 | INFO    | werkzeug | 127.0.0.1 - - [11/Apr/2026 20:36:30] "GET / HTTP/1.1" 200 -
2026-04-11 20:36:31 | INFO    | werkzeug | 127.0.0.1 - - [11/Apr/2026 20:36:31] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-04-11 20:36:41 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:36:54 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:37:07 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:37:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:37:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:37:44 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:37:56 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:38:09 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:38:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:38:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:38:47 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:38:59 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:39:13 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:39:25 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:39:39 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:39:53 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:40:07 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:40:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:40:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:40:47 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:40:59 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:41:12 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:41:27 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:41:40 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:41:53 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:42:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:42:19 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:42:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:42:44 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:42:57 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:43:10 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:43:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:43:35 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:43:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:44:04 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:44:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:44:36 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:44:51 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:45:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:45:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:45:38 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:45:52 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:46:07 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:46:22 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:46:35 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:46:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:46:54 | INFO    | werkzeug | 127.0.0.1 - - [11/Apr/2026 20:46:54] "GET / HTTP/1.1" 200 -
2026-04-11 20:46:55 | INFO    | werkzeug | 127.0.0.1 - - [11/Apr/2026 20:46:55] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-04-11 20:47:02 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:47:15 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:47:30 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:47:46 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:48:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:48:15 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:48:30 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:48:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:49:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:49:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:49:28 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:49:44 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:50:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:50:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:50:27 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:50:42 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:51:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:51:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:51:28 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:51:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:52:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:52:15 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:52:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:52:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:53:01 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:53:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:53:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:53:46 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:53:59 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:54:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:54:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:54:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:55:04 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:55:22 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:55:37 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:55:54 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:56:10 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:56:30 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:56:47 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:57:02 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:57:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:57:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:57:47 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:58:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:58:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:58:29 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:58:43 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:58:58 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:59:11 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:59:25 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:59:38 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 20:59:51 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:00:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:00:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:00:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:00:48 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:01:01 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:01:15 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:44:01 | ERROR   | utils.telegram | Polling xatosi: 
2026-04-11 21:44:01 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: no close frame received or sent. 5 soniyadan keyin qayta ulanadi...
2026-04-11 21:44:10 | INFO    | GeminiBot.WebSocket | Binance WS ulandi: 2 simvol kutilmoqda...
2026-04-11 21:44:31 | ERROR   | utils.exchange | Yahoo Finance xato: 'NoneType' object is not subscriptable
2026-04-11 21:44:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:45:10 | ERROR   | utils.exchange | Yahoo Finance xato: 'NoneType' object is not subscriptable
2026-04-11 21:45:10 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:45:48 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:46:05 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:46:19 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:46:36 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:46:50 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:47:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:47:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:47:36 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:47:51 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:48:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:48:21 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:48:39 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:48:54 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:49:08 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:49:22 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:49:38 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 21:49:52 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-11 23:11:24 | ERROR   | utils.telegram | Polling xatosi: 
2026-04-11 23:11:24 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: no close frame received or sent. 5 soniyadan keyin qayta ulanadi...
2026-04-11 23:11:27 | ERROR   | utils.exchange | Yahoo Finance xato: 'NoneType' object is not subscriptable
2026-04-11 23:11:27 | WARNING | GeminiBot.Watcher | XAU/USD: Yetarli ma'lumot yo'q
2026-04-12 06:05:32 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: [Errno 11001] getaddrinfo failed. 5 soniyadan keyin qayta ulanadi...
2026-04-12 06:05:42 | ERROR   | utils.exchange | Yahoo Finance xato: 'NoneType' object is not subscriptable
2026-04-12 06:05:42 | WARNING | GeminiBot.Watcher | EUR/USD: Yetarli ma'lumot yo'q
2026-04-12 06:05:42 | ERROR   | utils.telegram | Polling xatosi: Cannot connect to host api.telegram.org:443 ssl:default [Timeout while contacting DNS servers]
2026-04-12 06:05:47 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: timed out during opening handshake. 5 soniyadan keyin qayta ulanadi...
2026-04-12 06:06:02 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: timed out during opening handshake. 5 soniyadan keyin qayta ulanadi...
2026-04-12 06:06:04 | ERROR   | utils.telegram | Polling xatosi: Cannot connect to host api.telegram.org:443 ssl:default [Multiple exceptions: [WinError 1236] Подключение к сети было разорвано локальной системой, [WinError 1231] Сетевая папка недоступна. За информацией о разрешении проблем в сети обратитесь к справочной системе Windows]
2026-04-12 06:06:04 | ERROR   | utils.exchange | Yahoo Finance xato: 'NoneType' object is not subscriptable
2026-04-12 06:06:04 | WARNING | GeminiBot.Watcher | GBP/USD: Yetarli ma'lumot yo'q
2026-04-12 06:06:20 | ERROR   | GeminiBot.WebSocket | Binance WS xatosi: timed out during opening handshake. 5 soniyadan keyin qayta ulanadi...
2026-04-12 06:06:29 | INFO    | GeminiBot.WebSocket | Binance WS ulandi: 2 simvol kutilmoqda...
2026-04-12 06:06:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:06:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:07:02 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:07:13 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:07:25 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:07:37 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:07:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:08:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:08:15 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:08:27 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:08:38 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:08:50 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:01 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:12 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:46 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:09:57 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:10:08 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:10:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:10:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:10:42 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:10:54 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:11:05 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:11:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:11:28 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:11:39 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:11:51 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:12:03 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:12:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:12:26 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:12:37 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:12:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:12 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:46 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:13:57 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:14:09 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:14:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:14:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:14:43 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:14:55 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:15:07 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:15:18 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:15:29 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:15:40 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:15:52 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:16:03 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:16:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:16:25 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:16:37 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:16:48 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:11 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:17:57 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:18:08 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:18:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:18:31 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:18:42 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:18:54 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:19:05 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:19:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:19:27 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:19:39 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:19:50 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:01 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:12 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:20:56 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:21:07 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:21:18 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:21:29 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:21:40 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:21:51 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:02 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:14 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:25 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:36 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:47 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:22:58 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:23:09 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:23:20 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:23:32 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:23:43 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:23:55 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:24:06 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:24:19 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:24:30 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:24:42 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:24:53 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:25:04 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:25:16 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:25:27 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:25:38 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:25:49 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:26:00 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:26:12 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:26:23 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:26:34 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
2026-04-12 06:26:45 | ERROR   | GeminiBot | Market Loop xatosi: 'filters'
